Date,Description,Amount,Transaction_Type,Category
2023-01-11,Apollo Pharmacy,1038.0,DEBIT,Medical
2023-01-11,Uber Ride,552.0,DEBIT,Transport
2023-01-11,Ola Cab,35.0,DEBIT,Transport
2023-01-11,Ajio,3848.0,DEBIT,Shopping
2023-01-12,Local Cafe,286.0,DEBIT,Restaurants
2023-01-12,Zepto,380.0,DEBIT,Groceries
2023-01-12,Dominos,849.0,DEBIT,Restaurants
2023-01-12,Amazon Fresh,757.0,DEBIT,Groceries
2023-01-12,Uber Ride,90.0,DEBIT,Transport
2023-01-13,Amazon Fresh,864.0,DEBIT,Groceries
2023-01-13,BEST Bus Ticket,242.0,DEBIT,Transport
2023-01-13,Spotify Premium,173.0,DEBIT,Entertainment
2023-01-14,IRCTC,293.0,DEBIT,Transport
2023-01-15,BEST Bus Ticket,124.0,DEBIT,Transport
2023-02-01,DMart,492.0,DEBIT,Groceries
2023-02-01,Milk Subscription,1161.0,DEBIT,Groceries
2023-02-01,RedBus,2075.0,DEBIT,Travel
2023-02-01,Indian Oil,344.0,DEBIT,Transport
2023-02-01,BigBasket,544.0,DEBIT,Groceries
2023-02-01,Employer Direct Deposit,100514.0,CREDIT,Salary
2023-02-01,Amazon Fresh,439.0,DEBIT,Groceries
2023-02-02,Landlord Transfer,20527.0,DEBIT,Rent
2023-02-02,Starbucks,188.0,DEBIT,Coffee Shops
2023-02-02,Office Canteen Coffee,186.0,DEBIT,Coffee Shops
2023-02-02,Local Grocery,368.0,DEBIT,Groceries
2023-02-02,BEST Bus Ticket,305.0,DEBIT,Transport
2023-02-03,Amazon Fresh,387.0,DEBIT,Groceries
2023-02-03,Apollo Pharmacy,436.0,DEBIT,Medical
2023-02-03,Zomato,1313.0,DEBIT,Restaurants
2023-02-03,IRCTC,152.0,DEBIT,Transport
2023-02-04,Swiggy,498.0,DEBIT,Restaurants
2023-02-04,Amazon Fresh,417.0,DEBIT,Groceries
2023-02-04,Reliance Fresh,804.0,DEBIT,Groceries
2023-02-04,IndiGo Airlines,5746.0,DEBIT,Travel
2023-02-04,BigBasket,897.0,DEBIT,Groceries
2023-02-04,Uber Ride,269.0,DEBIT,Transport
2023-02-05,PPF Deposit,8366.0,DEBIT,Investment
2023-02-05,Indian Oil,337.0,DEBIT,Transport
2023-02-05,Local Grocery,395.0,DEBIT,Groceries
2023-02-05,DMart,576.0,DEBIT,Groceries
2023-02-05,Auto Rickshaw,531.0,DEBIT,Transport
2023-02-05,Reliance Fresh,873.0,DEBIT,Groceries
2023-02-06,Decathlon,2534.0,DEBIT,Shopping
2023-02-06,Uber Ride,259.0,DEBIT,Transport
2023-02-06,Local Grocery,187.0,DEBIT,Groceries
2023-02-06,Zara,2204.0,DEBIT,Shopping
2023-02-07,BigBasket,714.0,DEBIT,Groceries
2023-02-07,Mumbai Metro,34.0,DEBIT,Transport
2023-02-07,Office Canteen Coffee,497.0,DEBIT,Coffee Shops
2023-02-07,DMart,981.0,DEBIT,Groceries
2023-02-07,Flipkart,3408.0,DEBIT,Shopping
2023-02-07,Blue Tokai,370.0,DEBIT,Coffee Shops
2023-02-07,Bajaj Finserv EMI,11720.0,DEBIT,EMI
2023-02-08,BEST Bus Ticket,59.0,DEBIT,Transport
2023-02-08,Starbucks,440.0,DEBIT,Coffee Shops
2023-02-08,IRCTC,399.0,DEBIT,Transport
2023-02-08,Burger King,587.0,DEBIT,Restaurants
2023-02-08,Blinkit,711.0,DEBIT,Groceries
2023-02-08,IRCTC Cancellation,1274.0,CREDIT,Refund
2023-02-09,Flipkart,2324.0,DEBIT,Shopping
2023-02-09,Local Cafe,1207.0,DEBIT,Restaurants
2023-02-09,Blue Tokai,343.0,DEBIT,Coffee Shops
2023-02-09,Zepto,644.0,DEBIT,Groceries
2023-02-09,BigBasket,196.0,DEBIT,Groceries
2023-02-10,PVR Cinemas,190.0,DEBIT,Entertainment
2023-02-10,Ola Cab,149.0,DEBIT,Transport
2023-02-10,DMart,362.0,DEBIT,Groceries
2023-02-10,Milk Subscription,880.0,DEBIT,Groceries
2023-02-10,IKEA India,2212.0,DEBIT,Shopping
2023-02-10,Indian Oil,341.0,DEBIT,Transport
2023-02-10,RedBus,5964.0,DEBIT,Travel
2023-02-11,BEST Bus Ticket,411.0,DEBIT,Transport
2023-02-11,Indian Oil,596.0,DEBIT,Transport
2023-02-11,Swiggy,1215.0,DEBIT,Restaurants
2023-02-11,DMart,980.0,DEBIT,Groceries
2023-02-11,Zepto,843.0,DEBIT,Groceries
2023-02-12,Auto Rickshaw,276.0,DEBIT,Transport
2023-02-12,Child Care,677.0,DEBIT,Miscellaneous
2023-02-12,Indian Oil,280.0,DEBIT,Transport
2023-02-12,Office Canteen Coffee,349.0,DEBIT,Coffee Shops
2023-02-13,Ajio,2282.0,DEBIT,Shopping
2023-02-13,Blue Tokai,476.0,DEBIT,Coffee Shops
2023-02-13,Zomato,1290.0,DEBIT,Restaurants
2023-02-13,Zara,1182.0,DEBIT,Shopping
2023-02-13,Blue Tokai,496.0,DEBIT,Coffee Shops
2023-02-13,Croma,3746.0,DEBIT,Shopping
2023-02-13,Amazon Fresh,1117.0,DEBIT,Groceries
2023-02-14,Amazon Fresh,719.0,DEBIT,Groceries
2023-02-14,Auto Rickshaw,101.0,DEBIT,Transport
2023-02-14,Zepto,719.0,DEBIT,Groceries
2023-02-14,HP Petrol Pump,466.0,DEBIT,Transport
2023-02-14,Uber Ride,596.0,DEBIT,Transport
2023-02-14,Office Canteen Coffee,499.0,DEBIT,Coffee Shops
2023-02-14,IRCTC,191.0,DEBIT,Transport
2023-02-15,BigBasket,1091.0,DEBIT,Groceries
2023-02-15,Mumbai Metro,334.0,DEBIT,Transport
2023-02-15,Dinner out,1762.0,DEBIT,Restaurants
2023-02-15,Decathlon,2500.0,DEBIT,Shopping
2023-02-16,Jio Fiber,1891.0,DEBIT,Utilities
2023-02-16,BookMyShow,213.0,DEBIT,Entertainment
2023-02-16,BEST Bus Ticket,430.0,DEBIT,Transport
2023-02-16,Oyo Rooms,3383.0,DEBIT,Travel
2023-02-17,Blinkit,424.0,DEBIT,Groceries
2023-02-17,Cafe Coffee Day,322.0,DEBIT,Coffee Shops
2023-02-17,Local Grocery,1132.0,DEBIT,Groceries
2023-02-17,Swiggy,1400.0,DEBIT,Restaurants
2023-02-18,IRCTC,597.0,DEBIT,Transport
2023-02-18,Flipkart,2853.0,DEBIT,Shopping
2023-02-18,Airtel Postpaid,998.0,DEBIT,Utilities
2023-02-18,Zomato,599.0,DEBIT,Restaurants
2023-02-18,Local Cafe,714.0,DEBIT,Restaurants
2023-02-18,BigBasket,571.0,DEBIT,Groceries
2023-02-19,Reliance Fresh,896.0,DEBIT,Groceries
2023-02-19,Ajio,3634.0,DEBIT,Shopping
2023-02-19,Flipkart,3146.0,DEBIT,Shopping
2023-02-19,Burger King,1676.0,DEBIT,Restaurants
2023-02-19,Zepto,208.0,DEBIT,Groceries
2023-02-19,Ola Cab,549.0,DEBIT,Transport
2023-02-19,Third Wave Coffee,488.0,DEBIT,Coffee Shops
2023-02-20,Zomato,883.0,DEBIT,Restaurants
2023-02-20,Blinkit,805.0,DEBIT,Groceries
2023-02-20,BigBasket,271.0,DEBIT,Groceries
2023-02-20,Auto Rickshaw,160.0,DEBIT,Transport
2023-02-21,Milk Subscription,145.0,DEBIT,Groceries
2023-02-21,Steam Game,769.0,DEBIT,Entertainment
2023-02-21,Uber Ride,588.0,DEBIT,Transport
2023-02-22,Reliance Fresh,259.0,DEBIT,Groceries
2023-02-22,Indian Oil,481.0,DEBIT,Transport
2023-02-22,HP Petrol Pump,459.0,DEBIT,Transport
2023-02-23,Indian Oil,191.0,DEBIT,Transport
2023-02-23,Uber Ride,109.0,DEBIT,Transport
2023-03-01,Spotify Premium,192.0,DEBIT,Entertainment
2023-03-01,IRCTC,345.0,DEBIT,Transport
2023-03-01,Blinkit,87.0,DEBIT,Groceries
2023-03-01,Burger King,1593.0,DEBIT,Restaurants
2023-03-01,Monthly Salary,108593.0,CREDIT,Salary
2023-03-01,Decathlon,880.0,DEBIT,Shopping
2023-03-01,Air India,5421.0,DEBIT,Travel
2023-03-01,Ajio,3718.0,DEBIT,Shopping
2023-03-02,Dominos,1766.0,DEBIT,Restaurants
2023-03-02,Mumbai Metro,437.0,DEBIT,Transport
2023-03-02,NetMeds,2084.0,DEBIT,Medical
2023-03-02,IRCTC,311.0,DEBIT,Transport
2023-03-02,Landlord Transfer,24806.0,DEBIT,Rent
2023-03-03,McDonalds,663.0,DEBIT,Restaurants
2023-03-03,Mumbai Metro,563.0,DEBIT,Transport
2023-03-03,Amazon,1096.0,DEBIT,Shopping
2023-03-03,Milk Subscription,264.0,DEBIT,Groceries
2023-03-04,Subway,514.0,DEBIT,Restaurants
2023-03-04,Dinner out,1085.0,DEBIT,Restaurants
2023-03-04,Zomato,1702.0,DEBIT,Restaurants
2023-03-04,Ola Cab,74.0,DEBIT,Transport
2023-03-04,Taj Hotel,4509.0,DEBIT,Travel
2023-03-05,Groww SIP,9410.0,DEBIT,Investment
2023-03-05,Air India,4582.0,DEBIT,Travel
2023-03-05,Zara,912.0,DEBIT,Shopping
2023-03-05,Pet Care (High Value),28608.0,DEBIT,Miscellaneous
2023-03-05,Zara,3204.0,DEBIT,Shopping
2023-03-05,Third Wave Coffee,354.0,DEBIT,Coffee Shops
2023-03-06,Amazon Fresh,631.0,DEBIT,Groceries
2023-03-06,BEST Bus Ticket,390.0,DEBIT,Transport
2023-03-06,INOX,279.0,DEBIT,Entertainment
2023-03-06,Electricity Board,1543.0,DEBIT,Utilities
2023-03-06,Auto Rickshaw,289.0,DEBIT,Transport
2023-03-06,Amazon Fresh,383.0,DEBIT,Groceries
2023-03-06,Myntra Return Refund,420.0,CREDIT,Refund
2023-03-07,Local Grocery,891.0,DEBIT,Groceries
2023-03-07,BookMyShow,243.0,DEBIT,Entertainment
2023-03-07,Zara,3094.0,DEBIT,Shopping
2023-03-07,HDFC Auto Loan,9526.0,DEBIT,EMI
2023-03-07,Mumbai Metro,125.0,DEBIT,Transport
2023-03-07,Milk Subscription,1075.0,DEBIT,Groceries
2023-03-08,Local Grocery,641.0,DEBIT,Groceries
2023-03-08,Spotify Premium,869.0,DEBIT,Entertainment
2023-03-08,Reliance Fresh,608.0,DEBIT,Groceries
2023-03-08,Subway,291.0,DEBIT,Restaurants
2023-03-08,PVR Cinemas,854.0,DEBIT,Entertainment
2023-03-08,Mumbai Metro,442.0,DEBIT,Transport
2023-03-09,Mumbai Metro,508.0,DEBIT,Transport
2023-03-09,DMart,174.0,DEBIT,Groceries
2023-03-09,IRCTC,410.0,DEBIT,Transport
2023-03-09,Local Grocery,507.0,DEBIT,Groceries
2023-03-09,Donation,515.0,DEBIT,Miscellaneous
2023-03-10,Reliance Digital,818.0,DEBIT,Shopping
2023-03-10,Local Grocery,454.0,DEBIT,Groceries
2023-03-10,Flipkart,1556.0,DEBIT,Shopping
2023-03-10,BigBasket,498.0,DEBIT,Groceries
2023-03-10,Indian Oil,593.0,DEBIT,Transport
2023-03-11,Blinkit,531.0,DEBIT,Groceries
2023-03-11,Local Cafe,1448.0,DEBIT,Restaurants
2023-03-11,PVR Cinemas,814.0,DEBIT,Entertainment
2023-03-11,DMart,688.0,DEBIT,Groceries
2023-03-11,Local Grocery,579.0,DEBIT,Groceries
2023-03-12,Flipkart,2918.0,DEBIT,Shopping
2023-03-12,Indian Oil,598.0,DEBIT,Transport
2023-03-12,Auto Rickshaw,125.0,DEBIT,Transport
2023-03-12,Milk Subscription,752.0,DEBIT,Groceries
2023-03-12,Reliance Fresh,155.0,DEBIT,Groceries
2023-03-12,Office Canteen Coffee,429.0,DEBIT,Coffee Shops
2023-03-12,Jio Fiber,729.0,DEBIT,Utilities
2023-03-13,BEST Bus Ticket,53.0,DEBIT,Transport
2023-03-13,Dinner out,1052.0,DEBIT,Restaurants
2023-03-13,Adani Electricity,402.0,DEBIT,Utilities
2023-03-13,Croma,1588.0,DEBIT,Shopping
2023-03-13,Local Cafe,645.0,DEBIT,Restaurants
2023-03-13,Third Wave Coffee,226.0,DEBIT,Coffee Shops
2023-03-13,Burger King,1215.0,DEBIT,Restaurants
2023-03-14,Air India,2118.0,DEBIT,Travel
2023-03-14,Blue Tokai,248.0,DEBIT,Coffee Shops
2023-03-14,Auto Rickshaw,257.0,DEBIT,Transport
2023-03-18,Upwork Transfer,11864.0,CREDIT,Freelancing
2023-03-29,Mumbai Metro,42.0,DEBIT,Transport
2023-04-01,Blue Tokai (High Value),25827.0,DEBIT,Coffee Shops
2023-04-01,DMart,220.0,DEBIT,Groceries
2023-04-01,BookMyShow,842.0,DEBIT,Entertainment
2023-04-01,McDonalds,426.0,DEBIT,Restaurants
2023-04-01,Blinkit,280.0,DEBIT,Groceries
2023-04-01,Monthly Paycheck,108823.0,CREDIT,Salary
2023-04-02,Apartment Maintenance,23033.0,DEBIT,Rent
2023-04-02,Reliance Fresh,958.0,DEBIT,Groceries
2023-04-02,Local Grocery,371.0,DEBIT,Groceries
2023-04-02,Child Care,303.0,DEBIT,Miscellaneous
2023-04-02,Amazon,1045.0,DEBIT,Shopping
2023-04-02,Uber Ride,471.0,DEBIT,Transport
2023-04-02,Blinkit,960.0,DEBIT,Groceries
2023-04-03,Flipkart,2162.0,DEBIT,Shopping
2023-04-03,Subway,423.0,DEBIT,Restaurants
2023-04-03,Local Grocery,408.0,DEBIT,Groceries
2023-04-03,Myntra,2953.0,DEBIT,Shopping
2023-04-04,Local Grocery,530.0,DEBIT,Groceries
2023-04-04,Zomato,1580.0,DEBIT,Restaurants
2023-04-04,Burger King,1509.0,DEBIT,Restaurants
2023-04-04,Croma,3763.0,DEBIT,Shopping
2023-04-04,Uber Ride,341.0,DEBIT,Transport
2023-04-04,Milk Subscription,721.0,DEBIT,Groceries
2023-04-05,Steam Game,677.0,DEBIT,Entertainment
2023-04-05,Spotify Premium (High Value),25946.0,DEBIT,Entertainment
2023-04-05,Croma,1927.0,DEBIT,Shopping
2023-04-05,BEST Bus Ticket,293.0,DEBIT,Transport
2023-04-05,Gold Purchase,8883.0,DEBIT,Investment
2023-04-05,BEST Bus Ticket,52.0,DEBIT,Transport
2023-04-05,Indian Oil,280.0,DEBIT,Transport
2023-04-06,Cafe Coffee Day,183.0,DEBIT,Coffee Shops
2023-04-06,Burger King,1751.0,DEBIT,Restaurants
2023-04-06,Reliance Fresh,534.0,DEBIT,Groceries
2023-04-06,Zepto,777.0,DEBIT,Groceries
2023-04-06,JioCinema,230.0,DEBIT,Entertainment
2023-04-06,Reliance Fresh,217.0,DEBIT,Groceries
2023-04-07,Steam Game,320.0,DEBIT,Entertainment
2023-04-07,Fiverr Payout,12023.0,CREDIT,Freelancing
2023-04-07,Cafe Coffee Day,322.0,DEBIT,Coffee Shops
2023-04-07,Bajaj Finserv EMI,9478.0,DEBIT,EMI
2023-04-07,Auto Rickshaw,207.0,DEBIT,Transport
2023-04-07,BEST Bus Ticket,82.0,DEBIT,Transport
2023-04-07,Milk Subscription,220.0,DEBIT,Groceries
2023-04-07,Indian Oil,94.0,DEBIT,Transport
2023-04-07,IRCTC,271.0,DEBIT,Transport
2023-04-08,Dominos,240.0,DEBIT,Restaurants
2023-04-08,Airtel Postpaid,575.0,DEBIT,Utilities
2023-04-08,BigBasket,260.0,DEBIT,Groceries
2023-04-08,Mumbai Metro,468.0,DEBIT,Transport
2023-04-09,Ola Cab,175.0,DEBIT,Transport
2023-04-09,McDonalds,592.0,DEBIT,Restaurants
2023-04-09,Airtel Postpaid,781.0,DEBIT,Utilities
2023-04-09,McDonalds,525.0,DEBIT,Restaurants
2023-04-09,Airtel Postpaid,1347.0,DEBIT,Utilities
2023-04-09,Zomato Refund,1368.0,CREDIT,Refund
2023-04-10,Uber Ride,262.0,DEBIT,Transport
2023-04-10,Spotify Premium,169.0,DEBIT,Entertainment
2023-04-10,Dominos,1499.0,DEBIT,Restaurants
2023-04-10,Subway,1717.0,DEBIT,Restaurants
2023-04-10,IRCTC,309.0,DEBIT,Transport
2023-04-11,Milk Subscription,463.0,DEBIT,Groceries
2023-04-11,Electricity Board,1228.0,DEBIT,Utilities
2023-04-11,Office Canteen Coffee,186.0,DEBIT,Coffee Shops
2023-04-11,Croma,1425.0,DEBIT,Shopping
2023-04-11,BEST Bus Ticket,201.0,DEBIT,Transport
2023-04-11,Dinner out,237.0,DEBIT,Restaurants
2023-04-12,McDonalds,1403.0,DEBIT,Restaurants
2023-04-12,Decathlon,3072.0,DEBIT,Shopping
2023-04-12,HP Petrol Pump,504.0,DEBIT,Transport
2023-04-12,Blue Tokai,369.0,DEBIT,Coffee Shops
2023-04-13,Taj Hotel,3993.0,DEBIT,Travel
2023-04-13,Ajio,663.0,DEBIT,Shopping
2023-04-13,Third Wave Coffee,410.0,DEBIT,Coffee Shops
2023-04-26,Client Payment,5972.0,CREDIT,Freelancing
2023-05-01,IKEA India,1126.0,DEBIT,Shopping
2023-05-01,Local Grocery,265.0,DEBIT,Groceries
2023-05-01,Ola Cab,278.0,DEBIT,Transport
2023-05-01,Blue Tokai,324.0,DEBIT,Coffee Shops
2023-05-01,BEST Bus Ticket (High Value),27625.0,DEBIT,Transport
2023-05-01,Monthly Paycheck,97109.0,CREDIT,Salary
2023-05-02,Monthly House Rent,24666.0,DEBIT,Rent
2023-05-02,Zepto,494.0,DEBIT,Groceries
2023-05-02,Starbucks,408.0,DEBIT,Coffee Shops
2023-05-02,Amazon,1392.0,DEBIT,Shopping
2023-05-02,Uber Ride,246.0,DEBIT,Transport
2023-05-02,Milk Subscription,886.0,DEBIT,Groceries
2023-05-02,Blinkit,214.0,DEBIT,Groceries
2023-05-02,BigBasket,1006.0,DEBIT,Groceries
2023-05-03,Electricity Board,1071.0,DEBIT,Utilities
2023-05-03,Croma,2644.0,DEBIT,Shopping
2023-05-03,McDonalds,388.0,DEBIT,Restaurants
2023-05-03,Reliance Fresh,139.0,DEBIT,Groceries
2023-05-04,MakeMyTrip,13614.0,DEBIT,Travel
2023-05-04,Reliance Fresh,835.0,DEBIT,Groceries
2023-05-04,Reliance Fresh,589.0,DEBIT,Groceries
2023-05-04,Luxury Local Cafe,24803.0,DEBIT,Restaurants
2023-05-05,Croma,1572.0,DEBIT,Shopping
2023-05-05,PPF Deposit,5011.0,DEBIT,Investment
2023-05-05,JioCinema,785.0,DEBIT,Entertainment
2023-05-05,Amazon Fresh,590.0,DEBIT,Groceries
2023-05-05,Airtel Postpaid,1418.0,DEBIT,Utilities
2023-05-05,PVR Cinemas,316.0,DEBIT,Entertainment
2023-05-05,Swiggy,1325.0,DEBIT,Restaurants
2023-05-05,Ola Cab,574.0,DEBIT,Transport
2023-05-06,Water Bill,994.0,DEBIT,Utilities
2023-05-06,Croma,1372.0,DEBIT,Shopping
2023-05-06,Zepto,517.0,DEBIT,Groceries
2023-05-06,Dinner out,1110.0,DEBIT,Restaurants
2023-05-06,Local Grocery,660.0,DEBIT,Groceries
2023-05-06,Reliance Fresh,838.0,DEBIT,Groceries
2023-05-06,Reliance Fresh,546.0,DEBIT,Groceries
2023-05-07,Blinkit,636.0,DEBIT,Groceries
2023-05-07,Bajaj Finserv EMI,9895.0,DEBIT,EMI
2023-05-07,Blinkit,942.0,DEBIT,Groceries
2023-05-07,Office Canteen Coffee,153.0,DEBIT,Coffee Shops
2023-05-07,Subway,1294.0,DEBIT,Restaurants
2023-05-07,Auto Rickshaw,212.0,DEBIT,Transport
2023-05-07,Local Cafe,1245.0,DEBIT,Restaurants
2023-05-08,IRCTC,349.0,DEBIT,Transport
2023-05-08,Mumbai Metro,284.0,DEBIT,Transport
2023-05-08,NetMeds,861.0,DEBIT,Medical
2023-05-08,Blinkit,267.0,DEBIT,Groceries
2023-05-09,Ola Cab,442.0,DEBIT,Transport
2023-05-09,Blinkit,659.0,DEBIT,Groceries
2023-05-09,Croma,1412.0,DEBIT,Shopping
2023-05-09,Auto Rickshaw,459.0,DEBIT,Transport
2023-05-09,Blinkit,870.0,DEBIT,Groceries
2023-05-09,Subway,1189.0,DEBIT,Restaurants
2023-05-10,Steam Game,633.0,DEBIT,Entertainment
2023-05-10,Gift,776.0,DEBIT,Miscellaneous
2023-05-10,BEST Bus Ticket,117.0,DEBIT,Transport
2023-05-10,HP Petrol Pump,198.0,DEBIT,Transport
2023-05-10,DMart,1077.0,DEBIT,Groceries
2023-05-11,BigBasket,377.0,DEBIT,Groceries
2023-05-11,Upwork Transfer,12165.0,CREDIT,Freelancing
2023-06-01,Amazon Pay Reward,149.0,CREDIT,Cashback
2023-06-01,Local Clinic Checkup,1201.0,DEBIT,Medical
2023-06-01,Auto Rickshaw,490.0,DEBIT,Transport
2023-06-01,BigBasket,668.0,DEBIT,Groceries
2023-06-01,Amazon Fresh,1152.0,DEBIT,Groceries
2023-06-01,Salary Credit,99219.0,CREDIT,Salary
2023-06-01,Office Canteen Coffee,457.0,DEBIT,Coffee Shops
2023-06-02,Apartment Maintenance,23421.0,DEBIT,Rent
2023-06-02,Adani Electricity,1764.0,DEBIT,Utilities
2023-06-02,Blue Tokai,170.0,DEBIT,Coffee Shops
2023-06-02,Indian Oil,118.0,DEBIT,Transport
2023-06-02,Water Bill,656.0,DEBIT,Utilities
2023-06-03,HP Petrol Pump,342.0,DEBIT,Transport
2023-06-03,Cafe Coffee Day,445.0,DEBIT,Coffee Shops
2023-06-03,Croma,531.0,DEBIT,Shopping
2023-06-03,HP Petrol Pump,461.0,DEBIT,Transport
2023-06-03,Croma,3365.0,DEBIT,Shopping
2023-06-04,IRCTC,270.0,DEBIT,Transport
2023-06-04,IRCTC,482.0,DEBIT,Transport
2023-06-04,Reliance Fresh,505.0,DEBIT,Groceries
2023-06-04,Indian Oil,129.0,DEBIT,Transport
2023-06-04,McDonalds,750.0,DEBIT,Restaurants
2023-06-04,DMart,277.0,DEBIT,Groceries
2023-06-04,Local Grocery,1034.0,DEBIT,Groceries
2023-06-05,Reliance Fresh,254.0,DEBIT,Groceries
2023-06-05,Mutual Fund SIP,6734.0,DEBIT,Investment
2023-06-05,Amazon Fresh (High Value),19684.0,DEBIT,Groceries
2023-06-05,Amazon Fresh,1181.0,DEBIT,Groceries
2023-06-05,Auto Rickshaw,141.0,DEBIT,Transport
2023-06-06,IRCTC,529.0,DEBIT,Transport
2023-06-06,Reliance Digital,1465.0,DEBIT,Shopping
2023-06-06,Amazon Fresh,846.0,DEBIT,Groceries
2023-06-06,Starbucks,424.0,DEBIT,Coffee Shops
2023-06-06,Mumbai Metro,517.0,DEBIT,Transport
2023-06-06,IKEA India,2249.0,DEBIT,Shopping
2023-06-07,RedBus,12560.0,DEBIT,Travel
2023-06-07,Zomato,1695.0,DEBIT,Restaurants
2023-06-07,Auto Rickshaw,120.0,DEBIT,Transport
2023-06-07,Reliance Fresh,437.0,DEBIT,Groceries
2023-06-07,HDFC Auto Loan,9106.0,DEBIT,EMI
2023-06-07,HP Petrol Pump,377.0,DEBIT,Transport
2023-06-07,Local Clinic Checkup,830.0,DEBIT,Medical
2023-06-07,Amazon Fresh,314.0,DEBIT,Groceries
2023-06-08,Dominos,592.0,DEBIT,Restaurants
2023-06-08,Uber Ride,442.0,DEBIT,Transport
2023-06-08,Cafe Coffee Day,324.0,DEBIT,Coffee Shops
2023-06-08,Flipkart,1670.0,DEBIT,Shopping
2023-06-08,BigBasket,502.0,DEBIT,Groceries
2023-06-08,Reliance Fresh,1101.0,DEBIT,Groceries
2023-06-09,Auto Rickshaw,285.0,DEBIT,Transport
2023-06-09,Swiggy,685.0,DEBIT,Restaurants
2023-06-09,Local Grocery,1042.0,DEBIT,Groceries
2023-06-09,BigBasket,1028.0,DEBIT,Groceries
2023-06-09,Milk Subscription,1004.0,DEBIT,Groceries
2023-06-09,Zomato,1332.0,DEBIT,Restaurants
2023-06-10,Zepto,338.0,DEBIT,Groceries
2023-06-10,Dinner out,1060.0,DEBIT,Restaurants
2023-06-10,Swiggy,1296.0,DEBIT,Restaurants
2023-06-10,Water Bill,576.0,DEBIT,Utilities
2023-06-10,Amazon Fresh,1066.0,DEBIT,Groceries
2023-06-10,Uber Ride,44.0,DEBIT,Transport
2023-06-10,Ola Cab,237.0,DEBIT,Transport
2023-06-11,HP Petrol Pump,529.0,DEBIT,Transport
2023-06-11,Dominos,1434.0,DEBIT,Restaurants
2023-06-11,Ajio,1680.0,DEBIT,Shopping
2023-06-11,Blinkit,922.0,DEBIT,Groceries
2023-06-11,DMart,262.0,DEBIT,Groceries
2023-06-11,Indian Oil,216.0,DEBIT,Transport
2023-06-11,Local Cafe,1796.0,DEBIT,Restaurants
2023-06-12,IRCTC,46.0,DEBIT,Transport
2023-06-12,Myntra,3455.0,DEBIT,Shopping
2023-06-12,Milk Subscription,227.0,DEBIT,Groceries
2023-06-12,Local Grocery,854.0,DEBIT,Groceries
2023-06-12,DMart,734.0,DEBIT,Groceries
2023-06-12,Reliance Fresh,439.0,DEBIT,Groceries
2023-06-12,Starbucks,167.0,DEBIT,Coffee Shops
2023-06-13,Dominos,349.0,DEBIT,Restaurants
2023-06-13,Croma,1738.0,DEBIT,Shopping
2023-06-13,Cafe Coffee Day,341.0,DEBIT,Coffee Shops
2023-06-13,Blinkit,427.0,DEBIT,Groceries
2023-06-13,Zara,1194.0,DEBIT,Shopping
2023-06-13,Indian Oil,510.0,DEBIT,Transport
2023-06-14,BEST Bus Ticket,72.0,DEBIT,Transport
2023-06-14,Dominos,1718.0,DEBIT,Restaurants
2023-06-14,Adani Electricity,1277.0,DEBIT,Utilities
2023-06-14,BEST Bus Ticket,525.0,DEBIT,Transport
2023-06-14,Spotify Premium,231.0,DEBIT,Entertainment
2023-06-15,Indian Oil,94.0,DEBIT,Transport
2023-06-15,Health Insurance Premium,683.0,DEBIT,Medical
2023-06-16,Dominos,470.0,DEBIT,Restaurants
2023-06-16,Decathlon,2015.0,DEBIT,Shopping
2023-06-16,BigBasket,404.0,DEBIT,Groceries
2023-06-16,BigBasket,737.0,DEBIT,Groceries
2023-06-16,DMart,517.0,DEBIT,Groceries
2023-06-16,Zepto,893.0,DEBIT,Groceries
2023-06-16,Cafe Coffee Day,490.0,DEBIT,Coffee Shops
2023-06-17,Third Wave Coffee,244.0,DEBIT,Coffee Shops
2023-06-17,Myntra,3114.0,DEBIT,Shopping
2023-06-17,Third Wave Coffee,394.0,DEBIT,Coffee Shops
2023-06-17,Mumbai Metro,287.0,DEBIT,Transport
2023-06-17,Milk Subscription,715.0,DEBIT,Groceries
2023-06-18,Myntra Return Refund,1051.0,CREDIT,Refund
2023-06-22,Amazon Refund,1001.0,CREDIT,Refund
2023-06-26,Freelance Gig,12077.0,CREDIT,Freelancing
2023-06-27,Client Payment,6581.0,CREDIT,Freelancing
2023-07-01,Monthly Salary,101822.0,CREDIT,Salary
2023-07-01,Starbucks,311.0,DEBIT,Coffee Shops
2023-07-01,Reliance Fresh,1171.0,DEBIT,Groceries
2023-07-01,Dominos,1703.0,DEBIT,Restaurants
2023-07-01,McDonalds,689.0,DEBIT,Restaurants
2023-07-02,MakeMyTrip,4074.0,DEBIT,Travel
2023-07-02,MakeMyTrip,3268.0,DEBIT,Travel
2023-07-02,Ola Cab,392.0,DEBIT,Transport
2023-07-02,Apartment Maintenance,24213.0,DEBIT,Rent
2023-07-02,Reliance Fresh,476.0,DEBIT,Groceries
2023-07-03,Cafe Coffee Day,207.0,DEBIT,Coffee Shops
2023-07-03,Reliance Fresh,882.0,DEBIT,Groceries
2023-07-03,IRCTC,165.0,DEBIT,Transport
2023-07-03,Mumbai Metro,195.0,DEBIT,Transport
2023-07-03,Auto Rickshaw,261.0,DEBIT,Transport
2023-07-03,BigBasket,181.0,DEBIT,Groceries
