User ID,Date,Description,Amount,Transaction_Type,Category,Account Name
2.0,9/13/2019,Starbucks Coffee,2.75,debit,Coffee Shops,Platinum Card
1.0,9/13/2019,TechCorp Salary,2250.0,credit,Paycheck,Checking
2.0,9/14/2019,Whole Foods Market,46.44,debit,Groceries,Platinum Card
2.0,9/15/2019,Amazon,47.66,debit,Shopping,Platinum Card
1.0,9/16/2019,Credit Card Payment,90.57,debit,Credit Card Payment,Checking
3.0,9/16/2019,Credit Card Payment,90.57,credit,Credit Card Payment,Silver Card
1.0,9/16/2019,City Water Charges,35.0,debit,Utilities,Checking
2.0,9/17/2019,Credit Card Payment,186.13,credit,Credit Card Payment,Platinum Card
1.0,9/17/2019,Power Company,60.0,debit,Utilities,Checking
1.0,9/18/2019,State Farm,75.0,debit,Auto Insurance,Checking
1.0,9/18/2019,Credit Card Payment,1606.46,debit,Credit Card Payment,Checking
2.0,9/19/2019,Brewing Company,40.81,debit,Alcohol & Bars,Platinum Card
2.0,9/19/2019,Starbucks Coffee,2.75,debit,Coffee Shops,Platinum Card
3.0,9/20/2019,Credit Card Payment,9.43,credit,Credit Card Payment,Silver Card
2.0,9/22/2019,Seafood Restaurant,131.1,debit,Restaurants,Platinum Card
1.0,9/23/2019,Credit Card Payment,9.43,debit,Credit Card Payment,Checking
2.0,9/23/2019,Grocery Store,27.71,debit,Groceries,Platinum Card
2.0,9/23/2019,Amazon,24.63,debit,Shopping,Platinum Card
1.0,9/27/2019,TechCorp Salary,2250.0,credit,Paycheck,Checking
2.0,9/28/2019,BP,33.46,debit,Gas & Fuel,Platinum Card
2.0,9/28/2019,Sheetz,4.27,debit,Gas & Fuel,Platinum Card
2.0,9/30/2019,Starbucks,1.75,debit,Coffee Shops,Platinum Card
1.0,9/30/2019,Internet Service Provider,75.0,debit,Internet,Checking
,6/17/2018,BP,28.84,credit,Shopping,Checking
,1/12/2019,City Water Charges,39.19,credit,Gas & Fuel,Checking
,6/26/2018,Credit Card Payment,197.12,debit,Restaurants,Platinum Card
,2/8/2018,American Tavern,185.04,credit,Haircut,Checking
,8/19/2019,Whole Foods Market,70.18,credit,Groceries,Platinum Card
,9/16/2018,Amazon,104.91,credit,Groceries,Checking
,8/2/2019,Whole Foods Market,149.05,credit,Groceries,Platinum Card
,9/14/2019,Starbucks Coffee,87.31,credit,Groceries,Platinum Card
,6/23/2019,Power Company,191.98,debit,Groceries,Platinum Card
,3/19/2019,City Water Charges,98.58,debit,Credit Card Payment,Platinum Card
,6/15/2019,Brewing Company,197.97,credit,Shopping,Checking
,10/1/2019,Amazon,130.52,debit,Utilities,Platinum Card
,6/11/2019,Brewing Company,64.61,debit,Restaurants,Checking
,8/18/2019,Thai Restaurant,6.37,debit,Mobile Phone,Platinum Card
,11/4/2018,Internet Service Provider,126.19,credit,Internet,Silver Card
,9/24/2019,Credit Card Payment,151.57,credit,Alcohol & Bars,Checking
,6/2/2018,Spotify,149.1,credit,Groceries,Platinum Card
,7/27/2018,Credit Card Payment,35.87,debit,Gas & Fuel,Platinum Card
,9/2/2018,Credit Card Payment,37.84,credit,Restaurants,Platinum Card
,2/25/2018,Whole Foods Market,1.79,credit,Credit Card Payment,Platinum Card
,10/31/2018,American Tavern,47.81,debit,Paycheck,Platinum Card
,1/5/2019,Credit Card Payment,153.1,debit,Shopping,Silver Card
,3/30/2019,QuikTrip,131.18,credit,Shopping,Platinum Card
,12/12/2018,Credit Card Payment,154.69,debit,Groceries,Platinum Card
,3/29/2019,Netflix Subscription,3.94,debit,Restaurants,Checking
,2/21/2018,Credit Card Payment,123.54,credit,Groceries,Silver Card
,5/4/2018,Credit Card Payment,47.14,credit,Mortgage & Rent,Platinum Card
,4/19/2019,Credit Card Payment,123.49,debit,Credit Card Payment,Checking
,1/12/2019,Biweekly Paycheck,84.98,credit,Groceries,Checking
,7/11/2019,Hawaiian Grill,40.23,credit,Movies & DVDs,Platinum Card
,1/17/2019,Spotify,154.44,debit,Paycheck,Platinum Card
,8/30/2019,QuikTrip,163.34,credit,Gas & Fuel,Checking
,5/9/2018,Grocery Store,26.74,debit,Utilities,Checking
,3/23/2019,Whole Foods Market,66.83,debit,Utilities,Checking
,4/5/2018,Biweekly Paycheck,92.4,debit,Restaurants,Silver Card
,2/10/2018,American Tavern,31.02,debit,Restaurants,Platinum Card
,4/25/2019,Credit Card Payment,128.78,credit,Home Improvement,Silver Card
,6/18/2019,Gas Company,35.91,credit,Gas & Fuel,Platinum Card
,4/14/2018,Thai Restaurant,158.58,debit,Mortgage & Rent,Platinum Card
,3/15/2019,Amazon,106.38,credit,Gas & Fuel,Platinum Card
,5/26/2018,City Water Charges,15.08,credit,Restaurants,Platinum Card
,10/23/2018,City Water Charges,118.71,credit,Entertainment,Platinum Card
,1/25/2018,Roadside Diner,25.32,credit,Groceries,Platinum Card
,8/7/2018,Bakery Place,92.25,credit,Utilities,Checking
,1/7/2019,Thai Restaurant,70.89,credit,Groceries,Silver Card
,12/20/2018,Home Depot Hardware,59.42,credit,Utilities,Platinum Card
,4/13/2019,Hardware Store,120.51,debit,Utilities,Silver Card
,9/22/2019,Spotify,18.0,credit,Fast Food,Platinum Card
,6/26/2018,Brewing Company,197.63,debit,Fast Food,Silver Card
,10/7/2018,Gas Company,6.68,credit,Internet,Platinum Card
,6/26/2018,Whole Foods Market,53.89,debit,Restaurants,Silver Card
,2/13/2019,Amazon,22.26,debit,Fast Food,Silver Card
,12/8/2018,Home Depot Hardware,70.79,credit,Auto Insurance,Checking
,3/11/2019,Starbucks Coffee,113.77,debit,Shopping,Silver Card
,2/1/2019,Credit Card Payment,32.15,debit,Haircut,Checking
,2/27/2018,BP,62.17,credit,Gas & Fuel,Platinum Card
,4/20/2018,American Tavern,123.54,debit,Groceries,Silver Card
,8/9/2019,Brewing Company,28.38,credit,Shopping,Checking
,6/2/2018,Credit Card Payment,128.5,credit,Gas & Fuel,Silver Card
,11/10/2018,Brewing Company,105.65,credit,Movies & DVDs,Platinum Card
,3/6/2018,Biweekly Paycheck,63.73,credit,Auto Insurance,Silver Card
,6/3/2019,Go Mart,136.3,debit,Restaurants,Platinum Card
,4/20/2018,Grocery Store,186.69,credit,Restaurants,Platinum Card
,4/7/2018,Valero,72.7,debit,Shopping,Checking
,3/16/2019,Netflix Subscription,79.92,debit,Paycheck,Checking
,5/22/2019,Whole Foods Market,189.36,credit,Restaurants,Platinum Card
,5/15/2019,City Water Charges,170.42,credit,Restaurants,Checking
,4/10/2018,Mortgage Payment,81.87,credit,Utilities,Silver Card
,3/7/2018,Netflix Subscription,34.61,credit,Music,Checking
,5/24/2018,Credit Card Payment,85.79,debit,Gas & Fuel,Silver Card
,1/10/2019,Starbucks Coffee,178.26,credit,Utilities,Checking
,6/16/2019,QuikTrip,128.47,debit,Alcohol & Bars,Platinum Card
,4/18/2019,Grocery Store,84.93,debit,Credit Card Payment,Checking
,4/30/2018,Barbershop,135.65,debit,Groceries,Platinum Card
,4/10/2019,Grocery Store,161.96,credit,Internet,Checking
,4/18/2019,Credit Card Payment,57.29,credit,Shopping,Platinum Card
,8/2/2019,Home Depot Hardware,95.74,credit,Shopping,Checking
,4/29/2018,Netflix Subscription,130.83,credit,Credit Card Payment,Silver Card
,2/22/2018,Amazon,162.94,debit,Gas & Fuel,Checking
,4/1/2018,Credit Card Payment,172.94,credit,Gas & Fuel,Checking
,8/21/2019,Barbershop,159.91,credit,Groceries,Checking
,8/25/2019,City Water Charges,92.84,debit,Mobile Phone,Platinum Card
,12/3/2018,Credit Card Payment,67.32,credit,Groceries,Checking
,4/16/2018,Gas Company,89.02,credit,Mobile Phone,Silver Card
,1/7/2019,Thai Restaurant,147.23,debit,Internet,Silver Card
,11/22/2018,Amazon,42.2,credit,Utilities,Silver Card
,6/22/2019,Whole Foods Market,122.02,debit,Home Improvement,Platinum Card
,1/17/2019,Power Company,34.41,credit,Internet,Silver Card
,9/18/2018,Spotify,156.47,debit,Utilities,Checking
,11/24/2018,Belgian Restaurant,179.14,debit,Shopping,Platinum Card
,12/2/2018,Grocery Store,96.97,credit,Mortgage & Rent,Platinum Card
,5/7/2019,Power Company,68.84,credit,Restaurants,Platinum Card
,11/4/2018,Credit Card Payment,63.73,debit,Groceries,Checking
,8/18/2018,Belgian Restaurant,175.98,debit,Shopping,Platinum Card
,5/30/2019,Credit Card Payment,91.97,credit,Mobile Phone,Checking
,11/13/2018,Credit Card Payment,97.47,credit,Mortgage & Rent,Platinum Card
,4/5/2019,Amazon,10.34,credit,Coffee Shops,Silver Card
,2/21/2019,QuikTrip,46.58,credit,Utilities,Checking
,2/25/2018,Gas Company,12.93,debit,Haircut,Silver Card
,4/13/2018,Amazon,86.05,credit,Home Improvement,Platinum Card
,5/23/2018,TechCorp Salary,7.57,credit,Auto Insurance,Silver Card
,4/17/2019,Starbucks,101.27,credit,Utilities,Checking
,12/18/2018,Credit Card Payment,182.04,debit,Credit Card Payment,Silver Card
,2/18/2019,City Water Charges,135.43,debit,Home Improvement,Platinum Card
,10/28/2018,Credit Card Payment,111.47,debit,Shopping,Checking
,11/28/2018,Credit Card Payment,188.69,debit,Home Improvement,Silver Card
,10/18/2019,Gas Company,180.14,credit,Restaurants,Checking
,12/4/2018,Credit Card Payment,105.76,debit,Gas & Fuel,Checking
,12/20/2018,Power Company,166.58,debit,Fast Food,Platinum Card
,5/23/2018,Amazon,36.61,credit,Home Improvement,Checking
,7/9/2019,Credit Card Payment,34.02,debit,Mortgage & Rent,Checking
,8/12/2018,State Farm,48.31,credit,Mobile Phone,Platinum Card
,8/21/2019,Gas Company,123.62,debit,Restaurants,Platinum Card
,9/8/2019,BP,91.95,debit,Credit Card Payment,Checking
,9/22/2019,Barbershop,24.16,credit,Utilities,Checking
,7/9/2018,Credit Card Payment,126.96,debit,Credit Card Payment,Checking
,11/3/2018,Spotify,78.83,debit,Groceries,Silver Card
,6/23/2019,Whole Foods Market,179.07,credit,Shopping,Platinum Card
,3/13/2019,Brunch Restaurant,7.91,debit,Gas & Fuel,Platinum Card
,5/30/2019,State Farm,156.07,debit,Electronics & Software,Platinum Card
,2/4/2019,Amazon,81.86,debit,Internet,Platinum Card
,4/25/2018,BP,58.31,credit,Mobile Phone,Checking
,3/7/2018,Gas Company,67.54,credit,Coffee Shops,Checking
,2/26/2018,State Farm,27.11,credit,Home Improvement,Platinum Card
,4/7/2018,Whole Foods Market,52.46,debit,Coffee Shops,Silver Card
,5/11/2018,Grocery Store,4.43,debit,Internet,Platinum Card
,3/11/2018,Whole Foods Market,15.21,credit,Shopping,Silver Card
,5/13/2018,Amazon,17.94,credit,Credit Card Payment,Silver Card
,9/7/2019,Starbucks Coffee,163.68,debit,Groceries,Platinum Card
,8/4/2019,Credit Card Payment,104.3,credit,Credit Card Payment,Platinum Card
,12/2/2018,Barbershop,79.57,debit,Groceries,Platinum Card
,2/5/2019,Whole Foods Market,90.66,debit,Internet,Checking
,12/1/2018,BP,189.13,credit,Mobile Phone,Silver Card
,12/20/2018,Power Company,54.54,credit,Groceries,Checking
,2/8/2018,Whole Foods Market,37.68,credit,Groceries,Platinum Card
,11/24/2018,Phone Company,127.74,credit,Movies & DVDs,Checking
,4/23/2018,Whole Foods Market,70.8,debit,Credit Card Payment,Platinum Card
,4/25/2018,City Water Charges,72.94,debit,Paycheck,Platinum Card
,11/22/2018,Barbershop,75.73,credit,Restaurants,Platinum Card
,5/10/2018,Amazon,62.12,debit,Groceries,Silver Card
,5/4/2018,American Tavern,19.49,debit,Coffee Shops,Platinum Card
,7/16/2018,Shell,148.33,credit,Groceries,Silver Card
,1/21/2018,Power Company,128.3,debit,Credit Card Payment,Checking
,8/29/2018,QuikTrip,158.15,debit,Restaurants,Platinum Card
,12/21/2018,Chick-Fil-A,34.66,debit,Credit Card Payment,Silver Card
,8/7/2018,Credit Card Payment,158.16,credit,Internet,Checking
,4/20/2018,Amazon,29.02,debit,Paycheck,Platinum Card
,9/6/2019,QuikTrip,12.24,credit,Utilities,Checking
,5/3/2018,Amazon,134.35,debit,Haircut,Checking
,11/25/2018,Credit Card Payment,11.53,debit,Movies & DVDs,Silver Card
,3/15/2019,Chick-Fil-A,115.29,debit,Groceries,Platinum Card
,10/1/2019,Mediterranean Restaurant,88.41,debit,Groceries,Silver Card
,7/8/2018,Credit Card Payment,92.66,credit,Auto Insurance,Platinum Card
,5/24/2018,Whole Foods Market,109.35,credit,Groceries,Silver Card
,8/9/2019,Starbucks,43.26,debit,Home Improvement,Platinum Card
,3/3/2018,Credit Card Payment,128.6,credit,Coffee Shops,Platinum Card
,8/23/2018,Wendy's,63.8,debit,Restaurants,Checking
,2/18/2018,Brewing Company,179.01,credit,Paycheck,Silver Card
,10/4/2019,Grocery Store,179.53,credit,Movies & DVDs,Checking
,6/10/2019,Whole Foods Market,81.71,credit,Paycheck,Checking
,4/23/2018,Amazon,153.41,debit,Auto Insurance,Platinum Card
,4/19/2019,Amazon,153.35,credit,Credit Card Payment,Platinum Card
,1/12/2019,Barbershop,89.25,debit,Mortgage & Rent,Platinum Card
,5/5/2018,Seafood Restaurant,138.27,credit,Credit Card Payment,Platinum Card
,9/30/2018,Credit Card Payment,35.45,debit,Alcohol & Bars,Platinum Card
,5/13/2019,Hardware Store,164.4,credit,Gas & Fuel,Silver Card
,8/29/2018,Credit Card Payment,123.47,credit,Restaurants,Checking
,7/1/2019,Grocery Store,32.44,debit,Coffee Shops,Silver Card
,7/27/2019,Credit Card Payment,18.71,credit,Groceries,Silver Card
,6/9/2018,State Farm,76.15,credit,Restaurants,Silver Card
,8/3/2018,QuikTrip,27.88,credit,Gas & Fuel,Silver Card
,1/19/2019,Amazon,140.59,debit,Paycheck,Platinum Card
,1/26/2019,Shell,22.37,debit,Internet,Platinum Card
,11/6/2018,BP,79.59,debit,Groceries,Silver Card
,3/8/2018,Amazon,132.6,credit,Credit Card Payment,Platinum Card
,11/18/2018,Credit Card Payment,27.4,debit,Credit Card Payment,Checking
,8/24/2018,Credit Card Payment,52.85,debit,Credit Card Payment,Checking
,3/16/2018,Greek Restaurant,116.8,debit,Groceries,Platinum Card
,9/19/2019,Grocery Store,62.24,credit,Gas & Fuel,Platinum Card
,4/18/2019,Credit Card Payment,19.63,credit,Restaurants,Silver Card
,9/20/2018,Grocery Store,105.98,credit,Groceries,Platinum Card
,6/6/2018,American Tavern,82.01,credit,Restaurants,Checking
,9/6/2019,Phone Company,38.59,debit,Credit Card Payment,Checking
,8/6/2019,Valero,118.01,credit,Shopping,Silver Card
,5/10/2018,Biweekly Paycheck,38.42,debit,Gas & Fuel,Silver Card
,10/8/2019,Credit Card Payment,152.28,credit,Groceries,Platinum Card
,11/14/2019,City Water Charges,135.71,credit,Credit Card Payment,Checking
,10/7/2019,Credit Card Payment,68.98,credit,Mobile Phone,Checking
,6/29/2018,Phone Company,86.84,debit,Credit Card Payment,Platinum Card
,1/16/2018,Brewing Company,105.32,debit,Groceries,Silver Card
,9/13/2018,Fancy Restaurant,45.44,credit,Credit Card Payment,Platinum Card
,3/28/2018,Grocery Store,60.41,debit,Restaurants,Checking
,10/9/2018,Credit Card Payment,18.11,debit,Shopping,Platinum Card
,11/7/2018,Chick-Fil-A,13.64,debit,Mobile Phone,Platinum Card
,2/18/2018,Power Company,18.43,credit,Paycheck,Platinum Card
,9/22/2019,Brunch Restaurant,40.34,credit,Auto Insurance,Silver Card
,5/7/2018,BP,22.25,debit,Gas & Fuel,Silver Card
,3/5/2019,TechCorp Salary,106.13,debit,Auto Insurance,Platinum Card
,9/12/2018,Movie Theater,136.7,debit,Utilities,Silver Card
,11/11/2018,Gas Company,64.93,credit,Alcohol & Bars,Platinum Card
,8/14/2018,Credit Card Payment,81.02,credit,Shopping,Platinum Card
,4/5/2018,Japanese Restaurant,95.49,debit,Electronics & Software,Platinum Card
,1/26/2018,Barbershop,57.08,credit,Gas & Fuel,Checking
,1/17/2018,State Farm,1.75,credit,Groceries,Checking
,9/5/2019,Amazon,92.99,credit,Restaurants,Checking
,8/20/2018,Internet Service Provider,118.11,debit,Utilities,Platinum Card
,4/23/2018,Whole Foods Market,186.57,credit,Coffee Shops,Checking
,4/9/2019,Credit Card Payment,107.82,debit,Movies & DVDs,Platinum Card
,8/27/2018,Credit Card Payment,133.06,debit,Credit Card Payment,Platinum Card
,6/15/2018,City Water Charges,132.98,credit,Gas & Fuel,Silver Card
,12/26/2018,City Water Charges,102.4,credit,Restaurants,Platinum Card
,6/28/2018,Mediterranean Restaurant,107.67,credit,Restaurants,Platinum Card
,11/12/2018,Shell,62.1,credit,Auto Insurance,Silver Card
,3/7/2019,State Farm,173.78,debit,Haircut,Platinum Card
,6/12/2019,Amazon,171.45,debit,Gas & Fuel,Platinum Card
,12/28/2018,Biweekly Paycheck,106.48,debit,Credit Card Payment,Checking
,6/19/2018,Amazon,88.39,debit,Credit Card Payment,Checking
,7/26/2018,Whole Foods Market,30.41,debit,Movies & DVDs,Silver Card
,3/7/2018,Shell,150.84,debit,Home Improvement,Platinum Card
,7/29/2019,Power Company,128.18,debit,Credit Card Payment,Platinum Card
,11/5/2018,Power Company,100.29,debit,Restaurants,Platinum Card
,10/13/2018,Italian Restaurant,22.47,debit,Utilities,Checking
,8/25/2019,Amazon,18.94,debit,Credit Card Payment,Checking
,6/5/2018,Brewing Company,155.26,debit,Gas & Fuel,Silver Card
,6/1/2018,Biweekly Paycheck,120.04,credit,Music,Silver Card
,6/12/2018,Hardware Store,66.22,credit,Credit Card Payment,Platinum Card
,5/20/2018,QuikTrip,121.24,debit,Alcohol & Bars,Checking
,1/4/2018,Internet Service Provider,64.29,debit,Groceries,Platinum Card
,5/8/2019,Credit Card Payment,128.12,credit,Electronics & Software,Platinum Card
,6/29/2019,Mortgage Payment,166.32,credit,Groceries,Platinum Card
,9/4/2018,State Farm,157.2,credit,Paycheck,Silver Card
,6/14/2018,Starbucks Coffee,176.57,credit,Mobile Phone,Checking
,8/15/2018,Gas Company,1.38,credit,Paycheck,Silver Card
,12/19/2018,Starbucks,193.94,debit,Auto Insurance,Checking
,12/20/2018,Latin Restaurant,12.85,credit,Television,Checking
,8/18/2018,Credit Card Payment,82.1,debit,Fast Food,Checking
,7/18/2018,Credit Card Payment,147.43,credit,Haircut,Silver Card
,8/27/2019,Best Buy,158.86,credit,Haircut,Platinum Card
,5/14/2019,Shell,181.25,debit,Restaurants,Platinum Card
,3/26/2018,Hardware Store,86.99,debit,Alcohol & Bars,Silver Card
,2/23/2019,Home Depot Hardware,72.55,debit,Shopping,Silver Card
,8/29/2019,Credit Card Payment,128.59,debit,Credit Card Payment,Platinum Card
,4/9/2018,Whole Foods Market,149.86,debit,Paycheck,Silver Card
,2/11/2018,Power Company,137.59,debit,Gas & Fuel,Platinum Card
,3/22/2018,Barbershop,190.7,debit,Credit Card Payment,Silver Card
,11/13/2018,Brewing Company,123.51,debit,Movies & DVDs,Silver Card
,8/7/2018,Credit Card Payment,147.5,debit,Credit Card Payment,Platinum Card
,2/7/2018,American Tavern,168.76,credit,Groceries,Platinum Card
,4/19/2019,Amazon,102.48,debit,Haircut,Silver Card
,9/20/2019,Credit Card Payment,115.99,debit,Utilities,Platinum Card
,12/11/2018,Phone Company,197.11,debit,Restaurants,Platinum Card
,3/31/2018,BP,177.49,debit,Auto Insurance,Silver Card
,7/10/2019,Mortgage Payment,24.04,debit,Credit Card Payment,Checking
,5/20/2018,Biweekly Paycheck,35.64,credit,Auto Insurance,Silver Card
,10/22/2018,Power Company,127.33,credit,Coffee Shops,Checking
,5/5/2019,Grocery Store,117.2,debit,Coffee Shops,Checking
,8/18/2018,Credit Card Payment,140.87,credit,Haircut,Platinum Card
,12/25/2018,Amazon,173.04,debit,Groceries,Checking
,11/20/2018,Mortgage Payment,140.62,debit,Groceries,Platinum Card
,2/10/2019,American Tavern,125.06,credit,Restaurants,Silver Card
,7/23/2019,Grocery Store,179.38,debit,Shopping,Checking
,2/19/2019,American Tavern,195.66,debit,Restaurants,Platinum Card
,10/21/2018,Internet Service Provider,103.13,debit,Restaurants,Silver Card
,6/3/2018,Barbershop,70.88,debit,Shopping,Platinum Card
,7/4/2018,American Tavern,157.73,debit,Credit Card Payment,Checking
,3/8/2019,Amazon,155.27,debit,Groceries,Silver Card
,7/23/2018,American Tavern,83.12,debit,Gas & Fuel,Silver Card
,7/2/2018,Biweekly Paycheck,190.55,debit,Shopping,Checking
,5/6/2018,Whole Foods Market,99.21,credit,Groceries,Platinum Card
,11/9/2018,Home Depot Hardware,69.2,credit,Shopping,Platinum Card
,12/10/2018,Grocery Store,23.82,debit,Alcohol & Bars,Platinum Card
,4/3/2018,Amazon,73.51,credit,Credit Card Payment,Checking
,2/8/2018,Hardware Store,97.42,debit,Restaurants,Silver Card
,6/4/2018,Credit Card Payment,28.68,debit,Home Improvement,Checking
,4/11/2018,Netflix,118.5,credit,Shopping,Silver Card
,5/7/2018,Amazon Video,29.09,credit,Internet,Platinum Card
,3/17/2019,Credit Card Payment,194.43,debit,Shopping,Platinum Card
,11/7/2018,Starbucks Coffee,198.32,debit,Credit Card Payment,Platinum Card
,4/30/2019,Amazon,1.3,debit,Restaurants,Checking
,4/30/2018,Credit Card Payment,65.18,credit,Utilities,Platinum Card
,3/4/2018,Credit Card Payment,38.18,credit,Haircut,Platinum Card
,3/7/2018,Mortgage Payment,4.61,debit,Internet,Platinum Card
,10/4/2019,Chick-Fil-A,76.62,credit,Restaurants,Checking
,6/11/2018,Grocery Store,172.5,credit,Groceries,Checking
,11/18/2018,Credit Card Payment,7.68,credit,Food & Dining,Checking
,9/19/2018,Power Company,136.36,debit,Haircut,Silver Card
,9/3/2018,Brunch Restaurant,90.14,credit,Fast Food,Platinum Card
,2/1/2018,Netflix,147.16,credit,Internet,Silver Card
,12/24/2018,BP,105.22,debit,Utilities,Silver Card
,8/5/2019,Grocery Store,111.52,credit,Restaurants,Checking
,4/7/2018,Grocery Store,22.99,debit,Gas & Fuel,Silver Card
,1/6/2019,Whole Foods Market,41.71,credit,Internet,Checking
,3/25/2018,Netflix,9.44,credit,Utilities,Platinum Card
,7/12/2018,Amazon,145.61,credit,Internet,Platinum Card
,2/16/2019,Whole Foods Market,54.95,credit,Electronics & Software,Platinum Card
,8/11/2019,Credit Card Payment,179.86,credit,Credit Card Payment,Checking
,2/26/2019,Biweekly Paycheck,194.07,credit,Credit Card Payment,Silver Card
,9/17/2019,Phone Company,166.33,credit,Groceries,Checking
,11/21/2018,City Water Charges,76.02,credit,Credit Card Payment,Platinum Card
,5/21/2019,Starbucks,39.46,credit,Credit Card Payment,Silver Card
,8/4/2019,Brunch Restaurant,8.89,credit,Restaurants,Platinum Card
,4/7/2019,Mortgage Payment,52.64,credit,Restaurants,Platinum Card
,5/3/2018,Greek Restaurant,145.74,debit,Gas & Fuel,Platinum Card
,3/8/2018,Shell,174.05,debit,Mortgage & Rent,Platinum Card
,6/20/2018,Internet Service Provider,128.36,debit,Utilities,Platinum Card
,12/15/2018,Brewing Company,11.01,credit,Music,Silver Card
,10/27/2019,City Water Charges,23.45,credit,Groceries,Platinum Card
,3/9/2018,Whole Foods Market,169.04,credit,Restaurants,Platinum Card
,10/9/2018,Hardware Store,66.32,debit,Auto Insurance,Silver Card
,12/15/2018,Whole Foods Market,31.17,debit,Shopping,Checking
,10/12/2018,QuikTrip,25.2,debit,Groceries,Silver Card
,8/12/2019,Amazon,159.17,debit,Alcohol & Bars,Platinum Card
,4/14/2019,Brewing Company,57.53,credit,Restaurants,Silver Card
,7/3/2018,Power Company,99.64,debit,Coffee Shops,Platinum Card
,6/6/2018,Fancy Restaurant,2.45,debit,Internet,Platinum Card
,7/29/2019,Power Company,38.52,credit,Restaurants,Checking
,4/20/2018,Whole Foods Market,59.22,debit,Fast Food,Checking
,3/19/2018,Whole Foods Market,102.24,debit,Internet,Silver Card
,7/14/2018,Starbucks Coffee,199.05,debit,Music,Platinum Card
,12/18/2018,City Water Charges,91.43,credit,Shopping,Checking
,3/3/2019,Starbucks,20.38,credit,Credit Card Payment,Platinum Card
,10/11/2018,Credit Card Payment,92.57,debit,Auto Insurance,Platinum Card
,3/22/2019,Internet Service Provider,70.08,credit,Mobile Phone,Platinum Card
,7/26/2018,Amazon,111.61,credit,Paycheck,Platinum Card
,8/15/2019,Credit Card Payment,78.56,debit,Restaurants,Platinum Card
,1/25/2018,Amazon,146.19,credit,Home Improvement,Platinum Card
,9/25/2018,American Tavern,38.46,debit,Credit Card Payment,Silver Card
,12/7/2018,Credit Card Payment,55.01,credit,Restaurants,Silver Card
,6/29/2018,Credit Card Payment,64.84,debit,Mortgage & Rent,Checking
,5/16/2018,Internet Service Provider,165.72,debit,Coffee Shops,Checking
,5/17/2019,Credit Card Payment,9.91,credit,Utilities,Silver Card
,7/4/2018,American Tavern,173.46,credit,Restaurants,Platinum Card
,9/28/2019,Phone Company,34.66,credit,Auto Insurance,Platinum Card
,9/13/2019,Mike's Construction Co.,1.67,credit,Credit Card Payment,Silver Card
,12/12/2018,Fancy Restaurant,88.02,debit,Restaurants,Platinum Card
,1/5/2019,City Water Charges,144.38,debit,Music,Checking
,4/18/2018,Home Depot Hardware,3.71,debit,Restaurants,Platinum Card
,9/22/2019,Biweekly Paycheck,92.88,debit,Gas & Fuel,Platinum Card
,2/5/2018,BP,196.21,credit,Television,Checking
,5/31/2018,Brewing Company,180.77,credit,Shopping,Platinum Card
,9/2/2019,Whole Foods Market,110.24,credit,Auto Insurance,Silver Card
,1/30/2018,Grocery Store,192.01,debit,Haircut,Platinum Card
,1/25/2019,Grocery Store,112.95,debit,Restaurants,Platinum Card
,10/9/2019,Grocery Store,100.84,credit,Utilities,Checking
,5/19/2018,Hardware Store,150.4,credit,Credit Card Payment,Checking
,5/30/2018,Brunch Restaurant,27.94,debit,Shopping,Platinum Card
,9/20/2019,City Water Charges,136.46,debit,Credit Card Payment,Platinum Card
,4/20/2018,Amazon,26.26,debit,Credit Card Payment,Platinum Card
,11/30/2018,Credit Card Payment,107.3,debit,Credit Card Payment,Platinum Card
,12/27/2018,Hardware Store,49.28,credit,Groceries,Checking
,10/28/2018,Gas Company,79.85,debit,Utilities,Platinum Card
,5/20/2018,Shell,109.17,credit,Television,Checking
,8/19/2019,Whole Foods Market,37.97,debit,Utilities,Platinum Card
,4/15/2018,Brewing Company,136.63,credit,Shopping,Platinum Card
,10/2/2019,Brewing Company,19.81,debit,Auto Insurance,Platinum Card
,7/3/2019,Shell,28.89,debit,Paycheck,Checking
,4/30/2019,American Tavern,88.11,credit,Credit Card Payment,Platinum Card
,7/8/2018,TechCorp Salary,145.33,debit,Music,Platinum Card
,8/4/2018,Shell,182.94,debit,Credit Card Payment,Checking
,7/12/2018,BP,88.19,debit,Alcohol & Bars,Platinum Card
,6/1/2018,Phone Company,39.72,debit,Restaurants,Checking
,5/12/2018,Whole Foods Market,102.18,credit,Mortgage & Rent,Platinum Card
,9/20/2019,Phone Company,120.81,credit,Groceries,Platinum Card
,12/30/2018,BP,180.32,credit,Paycheck,Checking
,7/26/2019,Whole Foods Market,67.59,credit,Shopping,Platinum Card
,8/11/2018,Bojangles,33.95,debit,Shopping,Platinum Card
,2/8/2019,Whole Foods Market,11.16,credit,Groceries,Checking
,8/22/2018,Credit Card Payment,102.34,debit,Groceries,Checking
,6/26/2018,Barbershop,90.69,credit,Gas & Fuel,Silver Card
,2/28/2019,Credit Card Payment,18.82,debit,Shopping,Checking
,2/15/2018,Biweekly Paycheck,142.12,debit,Shopping,Platinum Card
,7/24/2019,Movie Theater,48.71,credit,Credit Card Payment,Silver Card
,9/6/2018,Grocery Store,69.67,credit,Groceries,Platinum Card
,5/2/2019,Credit Card Payment,114.53,debit,Music,Silver Card
,7/7/2019,Credit Card Payment,162.5,debit,Restaurants,Checking
